0,1,2,3,4
Person143,Person146,0.2176,[-1  0 -4 -4 -8 -6 -4 -1 -1  1  2  0  3 -2  1 -2  1 -1 -2  0  0  1  1],"Sunday, Thursday, Friday"
Person143,Person35,0.1345,[-2  0 -3 -3 -6 -4 -3  1 -3  0  1  3  3 -3 -3 -2  1  1  0  3  0  2 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person143,Person61,0.1098,[ 0 -3  0  0 -5 -6 -2  0  3  1  0  3  2 -2 -3  1  1  1  1  2  1  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person143,Person133,0.0383,[-3 -2 -1 -2 -9 -5 -2  0  1  0  3  2  2  2 -3  0  1 -1  1  2  0  1  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person143,Person134,0.0305,[-3 -2 -1 -1 -6 -1 -1  0 -1  1  1  2  1  2 -3  1  1  0  3  1  0  1  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person143,Person128,-0.0317,[-2  1  1 -1  1 -4  0 -1  0  1 -1  0  1  1  1  1  1 -2  2  1  1  2  0],"Monday, Sunday, Friday"
Person143,Person127,-0.2112,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],"Monday, Tuesday, Sunday, Wednesday"
Person144,Person11,0.8067,"[-12  -8  -8  -8  -8   1  -3  -2   2   0   1   3   2   0  -3   0   1   2
  -3   1   3   3   1]","Tuesday, Sunday, Thursday"
Person144,Person172,0.7704,[-3 -4 -4 -5 -2 -3 -6 -2 -1  1  1  3  3  0 -1 -2 -1  2  1  1  2  2  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person8,0.7598,[-3 -7 -6 -2 -3  3 -4  0  0  2  0  1  1  2  1  0  0  1 -2  1  1  1  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person29,0.7467,"[ -5 -10  -3 -11  -3   3  -3  -2   0  -1  -2   1   3  -1   3  -2   1   1
   1  -1   1   2   0]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person19,0.7390,[-6 -2 -6 -5 -6  0 -4  0 -1  3 -2  3  3  0  2 -1  1 -1  1 -2  3  3  1],"Tuesday, Sunday, Monday, Friday, Thursday"
Person144,Person159,0.7386,"[-13  -9  -6 -11  -9  -5  -1   0   2   2   3   0   3  -3  -3   0   0   3
   1   1   0   1   1]",Tuesday
Person144,Person193,0.6946,[-5  1 -2 -3  0 -2 -1  1 -1  0 -1  1  2  0 -1 -1  0  3 -1  0  2  1  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person113,0.6722,[-3 -6 -4 -4 -6  1  0  1  0  1  1  2  1  3  0 -1 -1  0  0  2  0  2  1],"Tuesday, Wednesday, Friday"
Person144,Person186,0.6550,[-2  0 -4 -3 -2  1 -3 -2  0  1  2  3  2 -2  1  2  1  2 -2  1  1  1  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person138,0.6267,"[-11  -3  -7   0   2   0  -1   2   1   2   2   2   2  -3   1   1   0   0
   1   2   2   1   2]","Monday, Sunday, Friday"
Person144,Person68,0.6090,[-3 -4 -2 -6 -4  1 -3  0  1  2  1  2  3 -2 -3 -3  1  3  3  3  0  3  2],"Tuesday, Sunday, Thursday, Friday"
Person144,Person180,0.6012,[-5 -3 -4 -4 -4  0 -1  1  1  0  1  1  0  0 -2  1  1 -2  1  1  0  1  1],"Tuesday, Sunday, Thursday, Friday"
Person144,Person161,0.5646,[-4 -3  1 -1 -4 -2  1  0  0  2  1  3  3  3  0 -2  1 -1 -1  1  1  2  3],"Monday, Tuesday, Thursday, Wednesday"
Person144,Person30,0.5571,[ 2 -2 -2 -8 -4 -5 -4  0 -2  0 -1  3  2 -2  3 -3  1  2 -3  2  1  1  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person35,0.4933,[-2  0 -3 -3 -6 -4 -3  1 -3  0  1  3  3 -3 -3 -2  1  1  0  3  0  2 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person162,0.4622,[-3 -7  0 -1 -7 -4  0  1  2  3  3  3  3 -3  3  3  1 -3  3  3  3  3  3],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person4,0.4538,[ 5 -6 -6 -7  0 -6 -5  0 -4  1  0  0  0 -2  3 -1  1  3  2  1 -2  2  0],"Tuesday, Thursday, Wednesday, Friday"
Person144,Person134,0.4197,[-3 -2 -1 -1 -6 -1 -1  0 -1  1  1  2  1  2 -3  1  1  0  3  1  0  1  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person133,0.3997,[-3 -2 -1 -2 -9 -5 -2  0  1  0  3  2  2  2 -3  0  1 -1  1  2  0  1  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person148,0.2767,[-1  0  2  3  0 -4 -3 -2  0  1  1  1  3  1  2  0 -1  1  0  2  2  2  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person169,0.2716,[ 1 -2  0  2 -4 -3  0  1  0  1  0  1  3 -3  3  2 -1  2  2  3  1  2  2],"Monday, Tuesday, Sunday, Wednesday"
Person144,Person61,0.2448,[ 0 -3  0  0 -5 -6 -2  0  3  1  0  3  2 -2 -3  1  1  1  1  2  1  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person144,Person127,0.0667,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],"Monday, Tuesday, Sunday, Wednesday"
Person144,Person147,-0.0621,[ 3  0 -3  3  0  3  3  3  3  3  3  3  3  3  3  3 -1  0  3  3  3  3  3],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person145,Person81,0.6278,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Sunday, Wednesday, Friday"
Person145,Person91,0.6012,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person54,0.5874,"[-12  -2  -8  -6  -9  -3  -3   2  -1   2   1   1   1   3  -1  -2   1  -3
  -2  -1  -3   2  -1]","Monday, Sunday, Wednesday"
Person145,Person167,0.5813,[-9 -3 -8 -6 -5  3 -1  0 -4  1  2  2  2  1 -3  2  0  2 -3 -1  1  1 -3],"Monday, Sunday, Wednesday"
Person145,Person132,0.5219,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person98,0.5202,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Monday, Wednesday, Friday"
Person145,Person16,0.5164,[-7  0 -6 -6 -2  0 -3 -2 -5  0 -2 -2  2  1 -3  0  1  3 -3  0 -1  0 -1],"Monday, Sunday, Wednesday, Friday"
Person145,Person86,0.4670,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Monday, Sunday, Wednesday, Friday"
Person145,Person191,0.4651,[-7 -5 -5 -8 -6 -3 -2  0  0  2  1  2  3 -1 -2 -1  1 -1 -2 -2 -2  2  0],"Wednesday, Friday"
Person145,Person90,0.4647,[-5 -6 -7  0 -3 -5 -2  0 -1  2 -2  1  1 -1 -3 -3  0  3 -3  1 -3  1  1],"Monday, Sunday, Friday"
Person145,Person153,0.4575,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Monday, Wednesday, Friday"
Person145,Person99,0.4490,[-3 -3 -3 -2 -9 -2 -1 -2 -4 -2 -1  0  1  1 -2 -1  1  3 -2 -2  1  2  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person123,0.4423,"[ -3  -6  -6  -6 -11   2  -5  -3  -4  -1   1  -2   3   1  -3   3   1   3
  -3   1   3   2   2]","Sunday, Friday"
Person145,Person144,0.4411,[-7 -6 -4 -5 -2 -1 -3 -1 -4  1  0  0  3  0  2  0  0  3 -3  1  3  3  3],"Monday, Sunday, Wednesday, Friday"
Person145,Person74,0.4192,"[-10  -9  -4  -7  -4   3  -1   2   3   2   2   2   1  -3   1  -2   1   3
   2   3  -3   3   2]","Sunday, Friday"
Person145,Person89,0.4123,[-6  2 -3 -4 -5 -3 -3  2  2  0  0  1  3  2 -3  1  1 -3  1  0  0  3  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person156,0.4103,[-9  0 -3 -3 -5 -2 -2  1  1  2  1  3  3 -3 -1  3  1  2  1  2  3  0  2],"Monday, Sunday, Wednesday"
Person145,Person62,0.3939,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Sunday, Friday"
Person145,Person42,0.3903,[-5 -4 -5 -5 -2  0 -2 -2 -1  0 -1  1  1  2  0  1  1  3 -2  0  0  1  2],"Sunday, Wednesday"
Person145,Person17,0.3830,[-5  1 -6 -6 -3 -1 -4  2  1  2 -1  2  3 -3 -2  1  1  3 -1  1  2  3  2],"Monday, Sunday, Wednesday"
Person145,Person23,0.3815,"[ -9  -6  -5 -13  -8  -2  -1  -3   2   0  -1   3   3  -3  -2   1   1   0
  -1  -1   0   1   1]","Monday, Sunday, Wednesday, Friday"
Person145,Person40,0.3805,[-7 -3 -6 -6  0  0 -2  1  1  0  1  2  3  2  0  1  1  1  1  2  1  2  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person36,0.3743,[-9 -3 -8 -8 -9 -6 -2 -5  1  1 -2  3  3 -2  0  2 -1  2 -2  0  2  1 -2],"Sunday, Wednesday, Friday"
Person145,Person2,0.3715,[-3 -1 -6 -7 -8  2 -3  0 -1  0 -1  1  1 -3  3 -1  1  3  1 -3 -1  3 -1],"Monday, Sunday, Wednesday, Friday"
Person145,Person64,0.3537,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],Sunday
Person145,Person129,0.3443,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person178,0.3325,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Monday, Sunday, Friday"
Person145,Person3,0.3136,[-6 -4 -3 -6 -7 -3  0  0  1  1  2  2  3  2  3 -1  1  2 -1  2  1  2  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person5,0.3095,"[ -5  -4  -5 -10  -5   1  -4   0   2   2   0   3   3  -2  -2   1   1   3
  -2  -2   2   2   0]","Monday, Sunday, Wednesday, Friday"
Person145,Person70,0.3084,[-4 -2 -3 -6 -2 -1 -3  0  1  2  2  0  2  1  0  0  0  0 -1  3 -2  2  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person160,0.3046,[-5 -5 -8 -6 -2 -4  3  3  1 -3 -3 -3  1  2 -3 -1 -1  3 -2 -3  1 -1  0],"Monday, Sunday, Wednesday"
Person145,Person101,0.2931,[-3 -1  0 -5 -5 -4  0  3  0  3  2 -1  2 -3 -3  0  1  0 -2  2  2  3  2],Sunday
Person145,Person120,0.2908,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Wednesday, Friday"
Person145,Person125,0.2801,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Sunday, Friday"
Person145,Person170,0.2796,[-4 -5 -7 -6 -8 -6 -9  0 -1  2  3 -1  3  3 -3 -3  1  3 -3 -3 -2 -3  0],"Sunday, Friday"
Person145,Person22,0.2708,"[ -6  -3   1  -6 -11  -1  -4   0   1   0   0  -2   0  -2  -1   3   1   2
  -2  -1  -1   3   1]","Monday, Sunday, Wednesday, Friday"
Person145,Person158,0.2707,[-5 -6 -1 -4 -7 -3 -3  0  2  2  2  3  3  2  0 -2  1  3  0  2  2  3  2],"Monday, Sunday, Wednesday"
Person145,Person84,0.2643,"[-10  -2  -2  -1  -4  -1  -3   2   2   3   3   3   3   2   3   3   1   3
   3   3   3   3   1]","Sunday, Friday"
Person145,Person57,0.2605,[-4 -6 -8 -8 -4 -7  0  1 -1  0  0  1  3 -2 -1  0  0  3 -2  1  1  2  0],"Sunday, Friday"
Person145,Person188,0.2514,"[ -3 -12  -6  -8  -8  -3  -6   1   1   2   0   1   3   3   0  -3   1   3
  -3   3  -3   2   2]","Wednesday, Friday"
Person145,Person109,0.2449,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Monday, Sunday, Wednesday, Friday"
Person145,Person177,0.2445,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]","Monday, Sunday"
Person145,Person150,0.2380,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Monday, Friday"
Person145,Person136,0.2369,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Monday, Sunday, Wednesday, Friday"
Person145,Person48,0.2367,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person118,0.2140,"[ -7 -12  -8  -9   0  -6  -2   1   1   2   2   3   3  -2  -2   1   1   2
  -1   2  -1   3   1]","Monday, Sunday"
Person145,Person135,0.2100,"[ -6  -7  -6 -11   1  -2  -4  -1  -1  -2  -1  -3   3   2   1   0   1   2
  -2   3   2   2   1]","Monday, Sunday, Wednesday, Friday"
Person145,Person100,0.2067,"[ -6  -8  -2 -13  -1  -1  -4  -1  -2  -1  -3  -3   3  -2  -3   0   1   3
  -1   3   1   3   0]",Sunday
Person145,Person112,0.1942,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person21,0.1831,[-3 -5 -3 -5 -2  1 -3  2  1 -2  0  2  0  0 -3  0  0  3 -2  1  2  0 -1],"Monday, Sunday, Wednesday, Friday"
Person145,Person78,0.1752,"[ -4 -10  -2 -11  -6   0  -6  -2   0   2   1   0   2   1   1   0   1   2
  -3  -1  -1   0   0]","Sunday, Friday"
Person145,Person77,0.1710,"[ -5  -2  -5 -12  -7  -8   0  -2  -2  -2  -2   2   3   1  -2   1   1   2
  -2   0  -1   1  -2]","Sunday, Wednesday, Friday"
Person145,Person94,0.1701,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],"Monday, Friday"
Person145,Person130,0.1646,[-2 -3 -1 -4 -1  3 -3 -1  2  2  1  3  3  2  1  2  1 -1  2  1  2  3  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person73,0.1631,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Sunday, Friday"
Person145,Person76,0.1581,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Monday, Sunday, Wednesday, Friday"
Person145,Person13,0.1520,[-3 -4  1 -1 -5 -2 -3  0  0  2  2  3  3 -3  1  2 -1  2  1  2  2  3  1],"Monday, Sunday, Wednesday, Friday"
Person145,Person111,0.1488,"[ -4  -3  -3 -11  -7   1  -5  -2   1  -3  -1   0   1   3   2   3   1   1
  -3  -2   2   2   0]","Monday, Sunday, Wednesday, Friday"
Person145,Person187,0.1382,[-3 -4  0 -9 -4  2 -2  1  3  3 -2  2  3 -3 -3  3  1  3  3 -2  2  3  3],"Monday, Sunday, Wednesday"
Person145,Person72,0.1370,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Monday, Sunday, Wednesday, Friday"
Person145,Person9,0.1318,"[ -3  -7  -7 -11  -4  -8  -4  -3  -5  -2  -1   0  -2  -2  -2  -2  -1   3
   1  -1   1  -3   0]","Monday, Sunday, Wednesday, Friday"
Person145,Person6,0.1318,"[ -2  -7  -1 -11  -6   3  -3  -1   2   3   2   3   3   3  -2   3   0   2
   0   3   2   3   1]","Monday, Sunday, Wednesday, Friday"
Person145,Person139,0.1146,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person105,0.0940,"[ -4  -9  -2 -11  -7  -4  -2   2   0  -3  -3   1   3  -3  -3   3   1   3
   2   2  -1   3   0]",Sunday
Person145,Person114,0.0903,[-2 -3  1 -9 -2  0  1  0 -1  0 -2  2  3 -2  1 -1  1  3 -1  3  2  2  1],Sunday
Person145,Person121,0.0765,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Monday, Sunday, Wednesday, Friday"
Person145,Person52,0.0393,[-2 -3 -2 -8 -2 -4 -1 -1  0  0  2  3  2 -3  1  3  1  0 -2  3  1  3  2],"Monday, Sunday, Wednesday, Friday"
Person145,Person10,0.0299,[-1 -5 -6 -5 -1 -5 -4 -3 -2 -1  0 -3 -3 -1  1 -1  1  2 -2 -2  0 -2 -2],"Monday, Sunday, Wednesday, Friday"
Person145,Person37,0.0255,"[ -1  -5   1 -12  -6  -1  -2  -1  -4   1  -1   0   1   1   2   1   0   2
  -3   1   0  -1   0]","Monday, Sunday, Friday"
Person145,Person131,0.0249,"[ -2  -2  -5 -12  -3  -4  -1  -3   1   0   1   3   3  -2   2   2   1   2
  -2   2  -2   1  -2]",Sunday
Person145,Person143,0.0218,[ 0 -8 -4 -6  4  0 -4  1  0  2  1 -1  1  0  1 -1  1  3 -2 -1  2  3  3],"Monday, Sunday, Wednesday, Friday"
Person145,Person67,0.0000,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],"Sunday, Wednesday"
Person145,Person108,0.0000,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Sunday, Friday"
Person145,Person7,-0.0875,[ 0 -1  3 -3 -2  0  0 -3 -1  2  2  3  3 -2 -2  3  1  3  0  3  3  2 -1],"Monday, Sunday, Wednesday, Friday"
Person146,Person72,0.7723,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Sunday, Thursday, Friday"
Person146,Person191,0.7256,[-7 -5 -5 -8 -6 -3 -2  0  0  2  1  2  3 -1 -2 -1  1 -1 -2 -2 -2  2  0],"Thursday, Friday"
Person146,Person3,0.6919,[-6 -4 -3 -6 -7 -3  0  0  1  1  2  2  3  2  3 -1  1  2 -1  2  1  2  0],"Sunday, Thursday, Friday"
Person146,Person129,0.6831,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Sunday, Thursday, Friday"
Person146,Person76,0.6813,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Sunday, Thursday, Friday"
Person146,Person101,0.6725,[-3 -1  0 -5 -5 -4  0  3  0  3  2 -1  2 -3 -3  0  1  0 -2  2  2  3  2],Sunday
Person146,Person99,0.6669,[-3 -3 -3 -2 -9 -2 -1 -2 -4 -2 -1  0  1  1 -2 -1  1  3 -2 -2  1  2  0],"Sunday, Thursday, Friday"
Person146,Person158,0.6435,[-5 -6 -1 -4 -7 -3 -3  0  2  2  2  3  3  2  0 -2  1  3  0  2  2  3  2],"Sunday, Thursday"
Person146,Person2,0.6410,[-3 -1 -6 -7 -8  2 -3  0 -1  0 -1  1  1 -3  3 -1  1  3  1 -3 -1  3 -1],"Sunday, Thursday, Friday"
Person146,Person22,0.6390,"[ -6  -3   1  -6 -11  -1  -4   0   1   0   0  -2   0  -2  -1   3   1   2
  -2  -1  -1   3   1]","Sunday, Thursday, Friday"
Person146,Person120,0.6370,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Thursday, Friday"
Person146,Person131,0.6317,"[ -2  -2  -5 -12  -3  -4  -1  -3   1   0   1   3   3  -2   2   2   1   2
  -2   2  -2   1  -2]",Sunday
Person146,Person23,0.6284,"[ -9  -6  -5 -13  -8  -2  -1  -3   2   0  -1   3   3  -3  -2   1   1   0
  -1  -1   0   1   1]","Sunday, Thursday, Friday"
Person146,Person123,0.6264,"[ -3  -6  -6  -6 -11   2  -5  -3  -4  -1   1  -2   3   1  -3   3   1   3
  -3   1   3   2   2]","Sunday, Friday"
Person146,Person52,0.6195,[-2 -3 -2 -8 -2 -4 -1 -1  0  0  2  3  2 -3  1  3  1  0 -2  3  1  3  2],"Sunday, Thursday, Friday"
Person146,Person150,0.6165,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Thursday, Friday"
Person146,Person17,0.6023,[-5  1 -6 -6 -3 -1 -4  2  1  2 -1  2  3 -3 -2  1  1  3 -1  1  2  3  2],"Sunday, Thursday"
Person146,Person125,0.5843,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Sunday, Thursday, Friday"
Person146,Person108,0.5683,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Sunday, Thursday, Friday"
Person146,Person111,0.5519,"[ -4  -3  -3 -11  -7   1  -5  -2   1  -3  -1   0   1   3   2   3   1   1
  -3  -2   2   2   0]","Sunday, Thursday, Friday"
Person146,Person94,0.5491,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],Friday
Person146,Person121,0.5434,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Sunday, Thursday, Friday"
Person146,Person156,0.5360,[-9  0 -3 -3 -5 -2 -2  1  1  2  1  3  3 -3 -1  3  1  2  1  2  3  0  2],"Sunday, Thursday"
Person146,Person139,0.5264,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Sunday, Thursday, Friday"
Person146,Person105,0.5185,"[ -4  -9  -2 -11  -7  -4  -2   2   0  -3  -3   1   3  -3  -3   3   1   3
   2   2  -1   3   0]",Sunday
Person146,Person177,0.4932,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]",Sunday
Person146,Person42,0.4663,[-5 -4 -5 -5 -2  0 -2 -2 -1  0 -1  1  1  2  0  1  1  3 -2  0  0  1  2],"Sunday, Thursday"
Person146,Person48,0.4536,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Sunday, Thursday, Friday"
Person146,Person136,0.4410,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Sunday, Thursday, Friday"
Person146,Person135,0.4309,"[ -6  -7  -6 -11   1  -2  -4  -1  -1  -2  -1  -3   3   2   1   0   1   2
  -2   3   2   2   1]","Sunday, Thursday, Friday"
Person146,Person167,0.4287,[-9 -3 -8 -6 -5  3 -1  0 -4  1  2  2  2  1 -3  2  0  2 -3 -1  1  1 -3],Sunday
Person146,Person62,0.4131,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Sunday, Thursday, Friday"
Person146,Person81,0.4098,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Sunday, Friday"
Person146,Person91,0.4097,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Sunday, Thursday, Friday"
Person146,Person153,0.4069,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Thursday, Friday"
Person146,Person100,0.4063,"[ -6  -8  -2 -13  -1  -1  -4  -1  -2  -1  -3  -3   3  -2  -3   0   1   3
  -1   3   1   3   0]",Sunday
Person146,Person109,0.3934,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Sunday, Thursday, Friday"
Person146,Person40,0.3855,[-7 -3 -6 -6  0  0 -2  1  1  0  1  2  3  2  0  1  1  1  1  2  1  2  2],"Sunday, Friday"
Person146,Person114,0.3715,[-2 -3  1 -9 -2  0  1  0 -1  0 -2  2  3 -2  1 -1  1  3 -1  3  2  2  1],"Sunday, Thursday"
Person146,Person160,0.3382,[-5 -5 -8 -6 -2 -4  3  3  1 -3 -3 -3  1  2 -3 -1 -1  3 -2 -3  1 -1  0],"Sunday, Thursday"
Person146,Person74,0.3374,"[-10  -9  -4  -7  -4   3  -1   2   3   2   2   2   1  -3   1  -2   1   3
   2   3  -3   3   2]","Sunday, Friday"
Person146,Person86,0.3293,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Sunday, Thursday, Friday"
Person146,Person67,0.3195,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],Sunday
Person146,Person187,0.3171,[-3 -4  0 -9 -4  2 -2  1  3  3 -2  2  3 -3 -3  3  1  3  3 -2  2  3  3],Sunday
Person146,Person73,0.2381,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Sunday, Thursday, Friday"
Person146,Person130,0.2262,[-2 -3 -1 -4 -1  3 -3 -1  2  2  1  3  3  2  1  2  1 -1  2  1  2  3  2],"Sunday, Thursday, Friday"
Person146,Person143,0.2176,[ 0 -8 -4 -6  4  0 -4  1  0  2  1 -1  1  0  1 -1  1  3 -2 -1  2  3  3],"Sunday, Thursday, Friday"
Person146,Person7,0.2130,[ 0 -1  3 -3 -2  0  0 -3 -1  2  2  3  3 -2 -2  3  1  3  0  3  3  2 -1],"Sunday, Thursday, Friday"
Person146,Person178,0.1136,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Sunday, Thursday, Friday"
Person146,Person112,0.0334,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Sunday, Thursday, Friday"
Person147,Person84,0.3438,"[-10  -2  -2  -1  -4  -1  -3   2   2   3   3   3   3   2   3   3   1   3
   3   3   3   3   1]","Sunday, Friday"
Person147,Person38,0.3410,[-1 -3 -2 -3  2  0  2  1  1 -1 -2  2  3  2  2  0 -1  3  1  2 -1  1  2],"Sunday, Wednesday"
Person147,Person48,0.3259,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
